"idx","token","type"
1196,"punctual","O"
1196,"free","O"
1196,"mark","B-CT"
1196,"todo","I-CT"
1196,"named","O"
1196,"incidentally","B-CNT"
1196,"plonk","I-CNT"
1196,"await","I-CNT"
1196,"condor","I-CNT"
1196,"off","I-CNT"
1196,"sophisticated","I-CNT"
1196,"word","I-CNT"
1196,"bah","I-CNT"
1196,"warm","I-CNT"
1196,"after","I-CNT"
1197,"adored","O"
1197,"woot","O"
1197,"living","O"
1197,"versus","O"
1197,"devour","O"
1197,"woot","O"
1197,"underweight","O"
1197,"seemingly","O"
1197,"mimic","O"
1197,"pro","O"
1197,"add","B-AT"
1197,"a","I-AT"
1197,"todo","I-AT"
1197,"with","O"
1197,"content","O"
1197,"pace","B-CNT"
1197,"indeed","I-CNT"
1197,"fixed","I-CNT"
1197,"after that","O"
1197,"diligently","O"
1197,"ick","O"
1197,"incidentally","O"
1197,"or","O"
1197,"whenever","O"
1197,"irritably","O"
1197,"excepting","O"
1197,"before","O"
1197,"phew","O"
1197,"complete","B-CT"
1197,"todo","I-CT"
1197,"containing","O"
1197,"curtsy","B-CNT"
1197,"psst","I-CNT"
1197,"sober","I-CNT"
1197,"remould","I-CNT"
1197,"upright","I-CNT"
1197,"wetly","I-CNT"
1197,"briefly","I-CNT"
1197,"interweave","I-CNT"
1198,"where","O"
1198,"loan","O"
1198,"caption","O"
1198,"spec","O"
1198,"across","O"
1198,"repeatedly","O"
1198,"eek","O"
1198,"creep","O"
1198,"done","B-CT"
1198,"a","I-CT"
1198,"todo","I-CT"
1198,"containing","O"
1198,"pish","B-CNT"
1198,"that","I-CNT"
1198,"last","I-CNT"
1198,"ouch","I-CNT"
1198,"and","O"
1198,"entwine","O"
1198,"carp","O"
1198,"hmph","O"
1198,"that","O"
1198,"pretty","O"
1198,"add","B-AT"
1198,"todo","I-AT"
1198,"dim","B-CNT"
1198,"disastrous","I-CNT"
1198,"reconquer","I-CNT"
1198,"quicker","I-CNT"
1198,"director","I-CNT"
1198,"why","I-CNT"
1198,"apud","I-CNT"
1198,"after that","O"
1198,"stomach","O"
1198,"unfortunate","O"
1198,"create","B-AT"
1198,"todo","I-AT"
1198,"with","O"
1198,"'","O"
1198,"abnormally","B-CNT"
1198,"excellent","I-CNT"
1198,"finally","I-CNT"
1198,"play","I-CNT"
1198,"hmph","I-CNT"
1198,"onto","I-CNT"
1198,"'","O"
1199,"effect","O"
1199,"loft","O"
1199,"properly","O"
1199,"done","B-CT"
1199,"todo","I-CT"
1199,"with","O"
1199,"content","O"
1199,"lest","B-CNT"
1199,"ha","I-CNT"
1199,"thorny","I-CNT"
1199,"frost","I-CNT"
1199,"save","I-CNT"
1199,"boastfully","I-CNT"
1199,"whereas","I-CNT"
1199,"indeed","I-CNT"
1199,"lest","I-CNT"
1199,"moreover","O"
1199,"stir","O"
1199,"melodic","O"
1199,"to","O"
1199,"mainline","O"
1199,"remarkable","O"
1199,"commercial","O"
1199,"helplessly","O"
1199,"amazing","O"
1199,"backbone","O"
1199,"unto","O"
1199,"add","B-AT"
1199,"a","I-AT"
1199,"todo","I-AT"
1199,"named","O"
1199,"inside","B-CNT"
1199,"synthesise","I-CNT"
1199,"separately","I-CNT"
1199,"rundown","I-CNT"
1199,"and","O"
1199,"bud","O"
1199,"yearly","O"
1199,"who","O"
1199,"duh","O"
1199,"soggy","O"
1199,"unwitting","O"
1199,"whose","O"
1199,"remove","B-RT"
1199,"a","I-RT"
1199,"todo","I-RT"
1199,"containing","O"
1199,"'","O"
1199,"after","B-CNT"
1199,"preview","I-CNT"
1199,"demob","I-CNT"
1199,"jeopardize","I-CNT"
1199,"frown","I-CNT"
1199,"alert","I-CNT"
1199,"'","O"
1200,"tender","O"
1200,"troubled","O"
1200,"cross-stitch","O"
1200,"alongside","O"
1200,"celebrated","O"
1200,"todo","O"
1200,"channel","O"
1200,"physically","O"
1201,"frightening","O"
1201,"icing","O"
1201,"good","O"
1201,"qua","O"
1201,"by","O"
1201,"silver","O"
1201,"todo","O"
1201,"using","O"
1201,"eardrum","O"
1201,"so","O"
1201,"duh","O"
1201,"leafy","O"
1201,"authorized","O"
1201,"palliate","O"
1201,"pathogenesis","O"
1201,"and","O"
1201,"dory","O"
1201,"fooey","O"
1201,"boldly","O"
1201,"thump","O"
1201,"brr","O"
1201,"sanctuary","O"
1201,"clear-cut","O"
1201,"done","B-CT"
1201,"a","I-CT"
1201,"todo","I-CT"
1201,"with","O"
1201,"notwithstanding","B-CNT"
1201,"inexperienced","I-CNT"
1201,"exceed","I-CNT"
1201,"smug","I-CNT"
1201,"yahoo","I-CNT"
1201,"now","I-CNT"
1201,"possession","I-CNT"
1201,"untried","I-CNT"
1201,"an","I-CNT"
1201,"huzzah","I-CNT"
1201,"moreover","O"
1201,"arrogate","O"
1201,"yippee","O"
1201,"black-and-white","O"
1201,"strike","O"
1201,"hm","O"
1201,"preserves","O"
1201,"necessitate","O"
1201,"todo","O"
1201,"named","O"
1201,"forenenst","O"
1202,"drafty","O"
1202,"destroy","B-RT"
1202,"todo","I-RT"
1202,"named","O"
1202,"ouch","B-CNT"
1202,"ha","I-CNT"
1202,"after that","O"
1202,"provided","O"
1202,"furthermore","O"
1202,"with","O"
1202,"so","O"
1202,"except","O"
1202,"relative","O"
1202,"ah","O"
1202,"victimize","O"
1202,"gosh","O"
1202,"mark","B-CT"
1202,"todo","I-CT"
1202,"where","O"
1202,"rectangular","B-CNT"
1202,"motorcycle","I-CNT"
1202,"venerated","I-CNT"
1202,"insidious","I-CNT"
1202,"selfishly","I-CNT"
1202,"er","I-CNT"
1202,"nimble","I-CNT"
1202,"withdrawal","I-CNT"
1203,"cold","O"
1203,"faithfully","O"
1203,"parlay","O"
1203,"micturate","O"
1203,"distorted","O"
1203,"todo","O"
1203,"todo","O"
1203,"named","O"
1203,"towards","O"
1203,"lest","O"
1203,"bitten","O"
1203,"an","O"
1203,"legal","O"
1203,"provided","O"
1203,"inasmuch","O"
1203,"moreover","O"
1203,"closet","O"
1203,"dishonest","O"
1203,"ligand","O"
1203,"season","O"
1203,"mark","B-CT"
1203,"a","I-CT"
1203,"todo","I-CT"
1203,"'","O"
1203,"via","B-CNT"
1203,"even","I-CNT"
1203,"whirlwind","I-CNT"
1203,"jubilantly","I-CNT"
1203,"yieldingly","I-CNT"
1203,"deliberately","I-CNT"
1203,"highly","I-CNT"
1203,"gleaming","I-CNT"
1203,"'","O"
1204,"diplomacy","O"
1204,"add","B-AT"
1204,"todo","I-AT"
1204,"phooey","B-CNT"
1204,"chair","I-CNT"
1204,"ick","I-CNT"
1204,"geez","I-CNT"
1204,"after that","O"
1204,"forelimb","O"
1204,"carboxyl","O"
1204,"unlucky","O"
1204,"delete","B-RT"
1204,"todo","I-RT"
1204,"using","O"
1204,"'","O"
1204,"unbutton","B-CNT"
1204,"arid","I-CNT"
1204,"through","I-CNT"
1204,"snarf","I-CNT"
1204,"abacus","I-CNT"
1204,"rabbit","I-CNT"
1204,"since","I-CNT"
1204,"boo","I-CNT"
1204,"defy","I-CNT"
1204,"'","O"
1205,"fairly","O"
1205,"sans","O"
1205,"forked","O"
1205,"debilitate","O"
1205,"when","O"
1205,"orchestrate","O"
1205,"phew","O"
1205,"decompose","O"
1205,"remove","B-RT"
1205,"a","I-RT"
1205,"todo","I-RT"
1205,"where","O"
1205,"'","O"
1205,"that","B-CNT"
1205,"disassociate","I-CNT"
1205,"whose","I-CNT"
1205,"without","I-CNT"
1205,"properly","I-CNT"
1205,"silly","I-CNT"
1205,"flog","I-CNT"
1205,"career","I-CNT"
1205,"utterly","I-CNT"
1205,"'","O"
1205,"then","O"
1205,"sweatsuit","O"
1205,"gadzooks","O"
1205,"brr","O"
1205,"concerning","O"
1205,"likewise","O"
1205,"ouch","O"
1205,"crossly","O"
1205,"feisty","O"
1205,"delete","B-RT"
1205,"a","I-RT"
1205,"todo","I-RT"
1205,"where","O"
1205,"cruelly","B-CNT"
1205,"onto","I-CNT"
1205,"unfortunately","I-CNT"
1205,"then","O"
1205,"sinful","O"
1205,"potentially","O"
1205,"parameter","O"
1205,"mark","B-CT"
1205,"todo","I-CT"
1205,"named","O"
1205,"'","O"
1205,"harass","B-CNT"
1205,"unto","I-CNT"
1205,"spear","I-CNT"
1205,"obediently","I-CNT"
1205,"decode","I-CNT"
1205,"bijou","I-CNT"
1205,"'","O"
1206,"calmly","O"
1206,"phew","O"
1206,"workshop","O"
1206,"vaguely","O"
1206,"wooden","O"
1206,"norm","O"
1206,"seldom","O"
1206,"fluffy","O"
1206,"delete","B-RT"
1206,"a","I-RT"
1206,"todo","I-RT"
1206,"using","O"
1206,"um","B-CNT"
1206,"now","I-CNT"
1206,"stay","I-CNT"
1206,"however","I-CNT"
1206,"baggy","I-CNT"
1207,"amongst","O"
1207,"delete","B-RT"
1207,"a","I-RT"
1207,"todo","I-RT"
1207,"with","O"
1207,"behind","B-CNT"
1207,"gosh","I-CNT"
1207,"abnormally","I-CNT"
1207,"upward","I-CNT"
1207,"suppression","I-CNT"
1207,"punctually","I-CNT"
1207,"ick","I-CNT"
1207,"mortally","I-CNT"
1207,"that","I-CNT"
1207,"quarantine","I-CNT"
1208,"wherever","O"
1208,"enterprise","O"
1208,"overreach","O"
1208,"stables","O"
1208,"add","B-AT"
1208,"todo","I-AT"
1208,"mortal","B-CNT"
1208,"sedately","I-CNT"
1208,"excluding","I-CNT"
1208,"sparkle","I-CNT"
1208,"although","I-CNT"
1208,"gently","I-CNT"
1208,"maroon","I-CNT"
1208,"aboard","I-CNT"
1208,".","O"
1208,"mid","O"
1208,"supposing","O"
1208,"designate","O"
1208,"chromakey","O"
1208,"puppy","O"
1208,"who","O"
1208,"intercut","O"
1208,"balcony","O"
1208,"convene","O"
1208,"delete","B-RT"
1208,"a","I-RT"
1208,"todo","I-RT"
1208,"swan","B-CNT"
1208,".","O"
1208,"overawe","O"
1208,"boohoo","O"
1208,"outside","O"
1208,"lumpy","O"
1208,"pish","O"
1208,"opposite","O"
1208,"destroy","B-RT"
1208,"todo","I-RT"
1208,"times","B-CNT"
1208,"twang","I-CNT"
1208,"since","I-CNT"
1208,"er","I-CNT"
1208,"before","I-CNT"
1208,"though","I-CNT"
1209,"rotating","O"
1209,"duh","O"
1209,"after","O"
1209,"huzzah","O"
1209,"on","O"
1209,"at","O"
1209,"gargantuan","O"
1209,"rainstorm","O"
1209,"geez","O"
1209,"create","B-AT"
1209,"todo","I-AT"
1209,"with","O"
1209,"content","O"
1209,"'","O"
1209,"to","B-CNT"
1209,"psst","I-CNT"
1209,"'","O"
1209,"then","O"
1209,"including","O"
1209,"off","O"
1209,"remove","B-RT"
1209,"a","I-RT"
1209,"todo","I-RT"
1209,"containing","O"
1209,"positively","B-CNT"
1209,"vaguely","I-CNT"
1209,"in","I-CNT"
1209,"loftily","I-CNT"
1209,"modulo","I-CNT"
1209,"once","I-CNT"
1209,"to","I-CNT"
1209,"sectional","I-CNT"
1210,"meh","O"
1210,"valuable","O"
1210,"hastily","O"
1210,"questionably","O"
1210,"disastrous","O"
1210,"ecumenist","O"
1210,"supplier","O"
1210,"brewer","O"
1210,"span","O"
1210,"complete","B-CT"
1210,"a","I-CT"
1210,"todo","I-CT"
1210,"containing","O"
1210,"honestly","B-CNT"
1210,"yum","I-CNT"
1210,"notwithstanding","I-CNT"
1210,"turmeric","I-CNT"
1210,"quirkily","I-CNT"
1210,"eager","I-CNT"
1210,"shelf","I-CNT"
1211,"rag","O"
1211,"the","O"
1211,"because","O"
1211,"patiently","O"
1211,"destroy","B-RT"
1211,"a","I-RT"
1211,"todo","I-RT"
1211,"with","O"
1211,"candidate","B-CNT"
1211,"phew","I-CNT"
1211,"jockey","I-CNT"
1211,".","O"
1211,"ack","O"
1211,"meander","O"
1211,"supposing","O"
1211,"fooey","O"
1211,"next","O"
1211,"holder","O"
1211,"balance","O"
1211,"delete","B-RT"
1211,"a","I-RT"
1211,"todo","I-RT"
1211,"oof","B-CNT"
1211,"discomfort","I-CNT"
1211,"excepting","I-CNT"
1211,"shyly","I-CNT"
1211,"gosh","I-CNT"
1211,"easily","I-CNT"
1211,"hmph","I-CNT"
1211,"yum","I-CNT"
1211,"boohoo","I-CNT"
1211,"then","O"
1211,"colorful","O"
1211,"innocently","O"
1211,"done","B-CT"
1211,"a","I-CT"
1211,"todo","I-CT"
1211,"using","O"
1211,"'","O"
1211,"leafy","B-CNT"
1211,"slight","I-CNT"
1211,"brave","I-CNT"
1211,"against","I-CNT"
1211,"whenever","I-CNT"
1211,"whether","I-CNT"
1211,"'","O"
1212,"have","O"
1212,"geez","O"
1212,"more","O"
1212,"blah","O"
1212,"yet","O"
1212,"furthermore","O"
1212,"done","B-CT"
1212,"todo","I-CT"
1212,"containing","O"
1212,"emerge","B-CNT"
1212,"uh-huh","I-CNT"
1212,"wassail","I-CNT"
1212,"zowie","I-CNT"
1212,"excluding","I-CNT"
1212,"persist","I-CNT"
1212,"as","I-CNT"
1212,"frozen","I-CNT"
1212,"showy","I-CNT"
1212,"and","O"
1212,"blah","O"
1212,"under","O"
1212,"canine","O"
1212,"clarinet","O"
1212,"whoever","O"
1212,"upgrade","O"
1212,"till","O"
1212,"extremely","O"
1212,"hmph","O"
1212,"todo","O"
1212,"todo","O"
1212,"where","O"
1212,"hm","O"
1212,"highly","O"
1212,"lard","O"
1212,"husband","O"
1212,"cheer","O"
1212,"insubstantial","O"
1212,"download","O"
1212,"and","O"
1212,"hot","O"
1212,"burly","O"
1212,"anti","O"
1212,"destroy","B-RT"
1212,"todo","I-RT"
1212,"containing","O"
1212,"duh","B-CNT"
1212,"aboard","I-CNT"
1212,"nor","I-CNT"
1212,"because","I-CNT"
1212,"strong","I-CNT"
1213,"generous","O"
1213,"of","O"
1213,"comply","O"
1213,"haven","O"
1213,"provided","O"
1213,"effect","O"
1213,"whoa","O"
1213,"generate","B-AT"
1213,"todo","I-AT"
1213,"using","O"
1213,"whenever","B-CNT"
1213,"concerning","I-CNT"
1213,"initialise","I-CNT"
1213,"duh","I-CNT"
1213,"and","O"
1213,"beam","O"
1213,"excluding","O"
1213,"gadzooks","O"
1213,"alarm","O"
1213,"indeed","O"
1213,"watchful","O"
1213,"frown","O"
1213,"add","B-AT"
1213,"a","I-AT"
1213,"todo","I-AT"
1213,"named","O"
1213,"'","O"
1213,"shampoo","B-CNT"
1213,"'","O"
1213,"and","O"
1213,"psst","O"
1213,"joggle","O"
1213,"sans","O"
1213,"within","O"
1213,"todo","O"
1213,"in","O"
1213,"amongst","O"
1213,"placode","O"
1213,"actually","O"
1213,"commonly","O"
1214,"roughly","O"
1214,"edible","O"
1214,"and","O"
1214,"macro","O"
1214,"yum","O"
1214,"cooked","O"
1214,"lessen","O"
1214,"gladly","O"
1214,"hence","O"
1214,"duh","O"
1214,"done","B-CT"
1214,"todo","I-CT"
1214,"'","O"
1214,"micromanage","B-CNT"
1214,"state","I-CNT"
1214,"clearly","I-CNT"
1214,"where","I-CNT"
1214,"what","I-CNT"
1214,"well-lit","I-CNT"
1214,"'","O"
1214,"then","O"
1214,"than","O"
1214,"fast","O"
1214,"prep","O"
1214,"athwart","O"
1214,"uniform","O"
1214,"where","O"
1214,"done","B-CT"
1214,"a","I-CT"
1214,"todo","I-CT"
1214,"with","O"
1214,"content","O"
1214,"but","B-CNT"
1214,"yowza","I-CNT"
1214,"tough","I-CNT"
1214,"indeed","I-CNT"
1214,"flush","I-CNT"
1214,"partially","I-CNT"
1214,"scholarly","I-CNT"
1214,"worth","I-CNT"
1214,"and","O"
1214,"supposing","O"
1214,"barring","O"
1214,"past","O"
1214,"moai","O"
1214,"cemetery","O"
1214,"create","B-AT"
1214,"a","I-AT"
1214,"todo","I-AT"
1214,"with","O"
1214,"whoever","B-CNT"
1214,"over","I-CNT"
1214,"quarrelsomely","I-CNT"
1214,"why","I-CNT"
1214,"er","I-CNT"
1214,"down","I-CNT"
1214,"gracious","I-CNT"
1214,"turn","I-CNT"
1214,"absolute","I-CNT"
1214,"friendly","I-CNT"
1215,"by","O"
1215,"modulo","O"
1215,"now","O"
1215,"lest","O"
1215,"shoot","O"
1215,"remarkable","O"
1215,"ugh","O"
1215,"beautifully","O"
1215,"mark","B-CT"
1215,"a","I-CT"
1215,"todo","I-CT"
1215,"with","O"
1215,"content","O"
1215,"'","O"
1215,"topic","B-CNT"
1215,"'","O"
1216,"bogus","O"
1216,"sloth","O"
1216,"scrawny","O"
1216,"urgently","O"
1216,"trammel","O"
1216,"oof","O"
1216,"happily","O"
1216,"done","B-CT"
1216,"todo","I-CT"
1216,"spell","B-CNT"
1216,"careless","I-CNT"
1216,"however","I-CNT"
1216,"enforcement","I-CNT"
1216,"only","I-CNT"
1216,"almost","I-CNT"
1216,"romance","I-CNT"
1216,".","O"
1216,"boo","O"
1216,"training","O"
1216,"so","O"
1216,"disport","O"
1216,"symbol","O"
1216,"unlike","O"
1216,"since","O"
1216,"archaeology","O"
1216,"done","B-CT"
1216,"todo","I-CT"
1216,"using","O"
1216,"coolly","B-CNT"
1216,"mockingly","I-CNT"
1216,"hm","I-CNT"
1216,"gadzooks","I-CNT"
1216,"lovingly","I-CNT"
1216,"as","I-CNT"
1216,"joyfully","I-CNT"
1216,"ack","I-CNT"
1216,"thoroughly","I-CNT"
1216,"quicker","I-CNT"
1216,"then","O"
1216,"small","O"
1216,"create","B-AT"
1216,"a","I-AT"
1216,"todo","I-AT"
1216,"containing","O"
1216,"hall","B-CNT"
1216,"midst","I-CNT"
1216,"lamp","I-CNT"
1216,"and","I-CNT"
1216,"bobcat","I-CNT"
1216,"depression","I-CNT"
1216,"geez","I-CNT"
1216,"favor","I-CNT"
1216,"searchingly","I-CNT"
1217,"helplessly","O"
1217,"wherever","O"
1217,"hypothesize","O"
1217,"instead","O"
1217,"failing","O"
1217,"hm","O"
1217,"done","B-CT"
1217,"todo","I-CT"
1217,"with","O"
1217,"content","O"
1217,"boldly","B-CNT"
1217,"phew","I-CNT"
1217,"pastel","I-CNT"
1217,"outside","I-CNT"
1217,"bonk","I-CNT"
1217,"daily","I-CNT"
1217,"likewise","I-CNT"
1217,"beside","I-CNT"
1217,"phew","I-CNT"
1217,"and","O"
1217,"yet","O"
1217,"aw","O"
1217,"brown","O"
1217,"pfft","O"
1217,"greedily","O"
1217,"head","O"
1217,"but","O"
1217,"brr","O"
1217,"out","O"
1217,"delete","B-RT"
1217,"a","I-RT"
1217,"todo","I-RT"
1217,"containing","O"
1217,"near","B-CNT"
1217,"strictly","I-CNT"
1217,"notion","I-CNT"
1217,"phew","I-CNT"
1217,"yum","I-CNT"
1217,"huzzah","I-CNT"
1217,"scarily","I-CNT"
1217,"round","I-CNT"
1217,"after that","O"
1217,"yuck","O"
1217,"object","O"
1217,"upload","O"
1217,"innocent","O"
1217,"whenever","O"
1217,"emphasise","O"
1217,"pride","O"
1217,"collapse","O"
1217,"tunnel","O"
1217,"vacantly","O"
1217,"mark","B-CT"
1217,"todo","I-CT"
1217,"using","O"
1217,"beyond","B-CNT"
1217,"underneath","I-CNT"
1217,"apud","I-CNT"
1217,"unimpressively","I-CNT"
1217,"point","I-CNT"
1217,"afore","I-CNT"
1218,"elevate","O"
1218,"fearless","O"
1218,"snap","O"
1218,"cluster","O"
1218,"and","O"
1218,"bracelet","O"
1218,"scary","O"
1218,"todo","O"
1218,"using","O"
1218,"'","O"
1218,"questionably","O"
1218,"shunt","O"
1218,"opposite","O"
1218,"along","O"
1218,"sympathetically","O"
1218,"'","O"
1219,"disavow","O"
1219,"regroup","O"
1219,"gelding","O"
1219,"tedious","O"
1219,"generate","B-AT"
1219,"a","I-AT"
1219,"todo","I-AT"
1219,"pro","B-CNT"
1219,"incriminate","I-CNT"
1219,"shred","I-CNT"
1219,"for","I-CNT"
1219,"flunk","I-CNT"
1219,"leveret","I-CNT"
1219,"regularly","I-CNT"
1219,"near","I-CNT"
1219,"then","O"
1219,"defiantly","O"
1219,"parrot","O"
1219,"difficult","O"
1219,"chemotaxis","O"
1219,"elite","O"
1219,"superintend","O"
1219,"hence","O"
1219,"mark","B-CT"
1219,"todo","I-CT"
1219,"under","B-CNT"
1219,"scaly","I-CNT"
1219,"haunting","I-CNT"
1219,"return","I-CNT"
1219,"whoa","I-CNT"
1219,"slowly","I-CNT"
1219,"phew","I-CNT"
1219,"atop","I-CNT"
1220,"properly","O"
1220,"underneath","O"
1220,"todo","O"
1220,"skirmish","O"
1220,"dark","O"
1220,"round","O"
1220,"diffuse","O"
1220,"um","O"
1220,"woozy","O"
1220,"huzzah","O"
1220,"uh-huh","O"
1220,"through","O"
1220,"then","O"
1220,"mmm","O"
1220,"fabulous","O"
1220,"via","O"
1220,"eek","O"
1220,"oof","O"
1220,"oof","O"
1220,"brick","O"
1220,"sans","O"
1220,"schlep","O"
1220,"remove","B-RT"
1220,"todo","I-RT"
1220,"containing","O"
1220,"blitz","B-CNT"
1220,"curly","I-CNT"
1220,"energetically","I-CNT"
1220,"then","O"
1220,"paltry","O"
1220,"sleepily","O"
1220,"lest","O"
1220,"gelding","O"
1220,"innocently","O"
1220,"better","O"
1220,"down","O"
1220,"generate","B-AT"
1220,"todo","I-AT"
1220,"with","O"
1220,"content","O"
1220,"pfft","B-CNT"
1221,"signal","O"
1221,"blubber","O"
1221,"mark","B-CT"
1221,"a","I-CT"
1221,"todo","I-CT"
1221,"named","O"
1221,"castanet","B-CNT"
1221,"brr","I-CNT"
1222,"carriage","O"
1222,"yearningly","O"
1222,"both","O"
1222,"remove","B-RT"
1222,"todo","I-RT"
1222,"where","O"
1222,"gosh","B-CNT"
1222,"so","I-CNT"
1222,"reciprocity","I-CNT"
1222,"rupture","I-CNT"
1222,"why","I-CNT"
1222,"amongst","I-CNT"
1222,"alarmed","I-CNT"
1222,".","O"
1222,"finally","O"
1222,"bless","O"
1222,"merrily","O"
1222,"delete","B-RT"
1222,"a","I-RT"
1222,"todo","I-RT"
1222,"named","O"
1222,"oh","B-CNT"
1222,"meanwhile","I-CNT"
1222,"mmm","I-CNT"
1223,"ferry","O"
1223,"er","O"
1223,"fervently","O"
1223,"vegetarianism","O"
1223,"generate","B-AT"
1223,"todo","I-AT"
1223,"named","O"
1223,"duh","B-CNT"
1223,"worriedly","I-CNT"
1223,"phooey","I-CNT"
1223,"jovially","I-CNT"
1223,"researcher","I-CNT"
1223,"evenly","I-CNT"
1223,"after that","O"
1223,"concerned","O"
1223,"debt","O"
1223,"jockey","O"
1223,"consensus","O"
1223,"remap","O"
1223,"scheduling","O"
1223,"inside","O"
1223,"deduction","O"
1223,"gadzooks","O"
1223,"mmm","O"
1223,"mark","B-CT"
1223,"todo","I-CT"
1223,"named","O"
1223,"pump","B-CNT"
1223,"paint","I-CNT"
1223,"once","I-CNT"
1223,"optimistically","I-CNT"
1224,"kosher","O"
1224,"prizefight","O"
1224,"oof","O"
1224,"potentially","O"
1224,"fourths","O"
1224,"mark","B-CT"
1224,"todo","I-CT"
1224,"ace","B-CNT"
1224,"snipe","I-CNT"
1225,"geez","O"
1225,"motherly","O"
1225,"and","O"
1225,"whoa","O"
1225,"excepting","O"
1225,"corny","O"
1225,"yet","O"
1225,"including","O"
1225,"hybridization","O"
1225,"failing","O"
1225,"add","B-AT"
1225,"todo","I-AT"
1225,"where","O"
1225,"boohoo","B-CNT"
1225,"as","I-CNT"
1225,"brr","I-CNT"
1225,"converge","I-CNT"
1225,"mmm","I-CNT"
1225,"what","I-CNT"
1225,"diagram","I-CNT"
1225,"miserably","I-CNT"
1225,"after that","O"
1225,"trachoma","O"
1225,"after","O"
1225,"when","O"
1225,"delete","B-RT"
1225,"a","I-RT"
1225,"todo","I-RT"
1225,"where","O"
1225,"about","B-CNT"
1225,"absolute","I-CNT"
1225,"counsellor","I-CNT"
1225,"once","I-CNT"
1226,"jaded","O"
1226,"athwart","O"
1226,"helpfully","O"
1226,"anxiously","O"
1226,"unfortunately","O"
1226,"cork","O"
1226,"undermine","O"
1226,"smooth","O"
1226,"remove","B-RT"
1226,"todo","I-RT"
1226,"where","O"
1226,"once","B-CNT"
1226,"out","I-CNT"
1226,"positively","I-CNT"
1226,"paginate","I-CNT"
1226,"minus","I-CNT"
1226,"cheerful","I-CNT"
1226,"male","I-CNT"
1226,"if","I-CNT"
1226,"oeuvre","I-CNT"
1226,".","O"
1226,"before","O"
1226,"ah","O"
1226,"till","O"
1226,"delete","B-RT"
1226,"a","I-RT"
1226,"todo","I-RT"
1226,"pastel","B-CNT"
1226,"after that","O"
1226,"however","O"
1226,"mark","B-CT"
1226,"todo","I-CT"
1226,"infamous","B-CNT"
1226,"disguise","I-CNT"
1226,"monthly","I-CNT"
1226,"sue","I-CNT"
1226,"even","I-CNT"
1226,"till","I-CNT"
1226,"happily","I-CNT"
1226,"supposing","I-CNT"
1227,"across","O"
1227,"whenever","O"
1227,"peer","O"
1227,"solemnly","O"
1227,"er","O"
1227,"anenst","O"
1227,"delete","B-RT"
1227,"a","I-RT"
1227,"todo","I-RT"
1227,"where","O"
1227,"'","O"
1227,"meanwhile","B-CNT"
1227,"anti","I-CNT"
1227,"aha","I-CNT"
1227,"'","O"
1227,"moreover","O"
1227,"neatly","O"
1227,"aware","O"
1227,"past","O"
1227,"than","O"
1227,"lined","O"
1227,"remove","B-RT"
1227,"a","I-RT"
1227,"todo","I-RT"
1227,"where","O"
1227,"let","B-CNT"
1227,"anxiously","I-CNT"
1227,"drive","I-CNT"
1227,"yet","I-CNT"
1228,"soap","O"
1228,"elegantly","O"
1228,"venture","O"
1228,"regarding","O"
1228,"intermesh","O"
1228,"hungry","O"
1228,"hm","O"
1228,"deplete","O"
1228,"mark","B-CT"
1228,"a","I-CT"
1228,"todo","I-CT"
1228,"named","O"
1228,"dis","B-CNT"
1228,"meanwhile","I-CNT"
1228,"enormously","I-CNT"
1228,"powerfully","I-CNT"
1228,"then","O"
1228,"whose","O"
1228,"mechanism","O"
1228,"concerning","O"
1228,"once","O"
1228,"keystone","O"
1228,"reach","O"
1228,"concentration","O"
1228,"generate","B-AT"
1228,"a","I-AT"
1228,"todo","I-AT"
1228,"containing","O"
1228,"beyond","B-CNT"
1228,"till","I-CNT"
1228,"as","I-CNT"
1228,"helpfully","I-CNT"
1228,"legal","I-CNT"
1228,"frozen","I-CNT"
1228,"indeed","I-CNT"
1228,"however","I-CNT"
1228,"few","I-CNT"
1229,"before","O"
1229,"than","O"
1229,"calmly","O"
1229,"astonishing","O"
1229,"baggy","O"
1229,"why","O"
1229,"affidavit","O"
1229,"sanitize","O"
1229,"destroy","B-RT"
1229,"a","I-RT"
1229,"todo","I-RT"
1229,"using","O"
1229,"down","B-CNT"
1229,"ew","I-CNT"
1229,"because","I-CNT"
1229,"regal","I-CNT"
1229,"harmonious","I-CNT"
1229,"metallurgist","I-CNT"
1229,"quaintly","I-CNT"
1229,"explanation","I-CNT"
1229,"abaft","I-CNT"
1229,"unless","I-CNT"
1229,"moreover","O"
1229,"off","O"
1229,"onto","O"
1229,"criminalize","O"
1229,"gadzooks","O"
1229,"cement","O"
1229,"dial","O"
1229,"done","B-CT"
1229,"a","I-CT"
1229,"todo","I-CT"
1229,"using","O"
1229,"'","O"
1229,"committee","B-CNT"
1229,"tingling","I-CNT"
1229,"where","I-CNT"
1229,"against","I-CNT"
1229,"strong","I-CNT"
1229,"onto","I-CNT"
1229,"seldom","I-CNT"
1229,"'","O"
1229,"after that","O"
1229,"fatally","O"
1229,"beside","O"
1229,"roughly","O"
1229,"remove","B-RT"
1229,"todo","I-RT"
1229,"with","O"
1229,"while","B-CNT"
1229,"lawmaker","I-CNT"
1230,"curiously","O"
1230,"delete","B-RT"
1230,"todo","I-RT"
1230,"where","O"
1230,"mmm","B-CNT"
1230,"well-off","I-CNT"
